1.36,0
1.49,0
1.42,1
1.4,1
1.36,0
1.49,0
1.42,1
1.4,1
1.36,0
1.49,0
1.42,1
1.4,1
1.36,0
1.49,0
1.42,1
1.4,1
1.36,0
1.49,0
1.42,1
1.4,1
1.36,0
1.49,0
1.42,1
1.4,1
1.36,0
1.49,0
1.42,1
1.4,1
1.47,1
1.47,1
1.47,1
1.47,1
1.47,1
1.47,1
1.33,0
1.33,0
1.33,0
1.33,0
1.33,0
1.41,1
1.41,1
1.41,1
1.41,1
1.41,1
1.43,1
1.43,0
1.4,1
1.32,1
1.43,1
1.43,0
1.4,1
1.32,1
1.43,1
1.43,0
1.4,1
1.32,1
1.43,1
1.43,0
1.4,1
1.32,1
1.43,1
1.43,0
1.4,1
1.32,1
1.49,0
1.49,1
1.5,1
1.36,1
1.37,1
1.5,1
1.4,1
1.5,0
1.49,0
1.49,1
1.5,1
1.36,1
1.37,1
1.5,1
1.4,1
1.5,0
1.49,0
1.49,1
1.5,1
1.36,1
1.37,1
1.5,1
1.4,1
1.5,0
1.49,0
1.49,1
1.5,1
1.36,1
1.37,1
1.5,1
1.4,1
1.5,0
1.49,0
1.49,1
1.5,1
1.36,1
1.37,1
1.5,1
1.4,1
1.5,0
1.49,0
1.49,1
1.5,1
1.36,1
1.37,1
1.5,1
1.4,1
1.5,0
1.4,1
1.45,1
1.5,1
1.25,0
1.5,0
1.38,1
1.43,1
1.4,0
1.39,0
1.5,1
1.36,0
1.35,1
1.4,1
1.45,1
1.5,1
1.25,0
1.5,0
1.38,1
1.43,1
1.4,0
1.39,0
1.5,1
1.36,0
1.35,1
1.38,1
1.25,1
1.48,0
1.28,0
1.24,1
1.45,1
1.29,1
1.21,1
1.49,1
1.35,1
1.33,1
1.35,1
1.38,1
1.25,1
1.48,0
1.28,0
1.24,1
1.45,1
1.29,1
1.21,1
1.49,1
1.35,1
1.33,1
1.35,1
1.38,1
1.25,1
1.48,0
1.28,0
1.24,1
1.45,1
1.29,1
1.21,1
1.49,1
1.35,1
1.33,1
1.35,1
1.43,0
1.4,1
1.32,0
1.36,1
1.32,1
1.31,0
1.45,0
1.47,1
1.43,0
1.4,1
1.32,0
1.36,1
1.32,1
1.31,0
1.45,0
1.47,1
1.43,0
1.4,1
1.32,0
1.36,1
1.32,1
1.31,0
1.45,0
1.47,1
1.43,0
1.4,1
1.32,0
1.36,1
1.32,1
1.31,0
1.45,0
1.47,1
1.4,0
1.4,1
1.38,1
1.33,1
1.44,0
1.4,0
1.4,1
1.38,1
1.33,1
1.44,0
1.4,0
1.4,1
1.38,1
1.33,1
1.44,0
1.4,0
1.4,1
1.38,1
1.33,1
1.44,0
1.31,1
1.37,1
1.41,1
1.41,1
1.45,1
1.5,0
1.3,0
1.41,0
1.33,1
1.31,1
1.37,1
1.41,1
1.41,1
1.45,1
1.5,0
1.3,0
1.41,0
1.33,1
1.31,1
1.37,1
1.41,1
1.41,1
1.45,1
1.5,0
1.3,0
1.41,0
1.33,1
1.31,1
1.37,1
1.41,1
1.41,1
1.45,1
1.5,0
1.3,0
1.41,0
1.33,1
1.32,0
1.46,0
1.44,0
1.33,1
1.45,1
1.49,0
1.47,0
1.32,0
1.46,0
1.44,0
1.33,1
1.45,1
1.49,0
1.47,0
1.32,0
1.46,0
1.44,0
1.33,1
1.45,1
1.49,0
1.47,0
1.32,0
1.46,0
1.44,0
1.33,1
1.45,1
1.49,0
1.47,0
