LeagueId,NoData,Bet,Score
3513,8,1,0.5
1969,2,2,0.5
2866,16,1,0.5625
2866,3,2,0.6666666666666666
2858,15,1,0.7333333333333333
2858,18,2,0.8333333333333334
2864,20,1,0.75
2864,6,2,0.6666666666666666
2665,10,1,0.0
2665,2,2,1.0
3316,11,1,0.9090909090909091
3316,1,2,1.0
2402,1,2,1.0
2938,13,1,0.5384615384615384
3797,16,1,0.625
3797,16,2,0.5
3030,12,1,0.8333333333333334
3030,5,2,0.2
3141,23,1,0.7391304347826086
3141,15,2,0.7333333333333333
3541,28,1,0.7142857142857143
3854,2,1,0.5
3854,7,2,0.7142857142857143
3506,6,1,0.8333333333333334
3506,2,2,0.5
3758,2,1,1.0
3758,1,2,1.0
2859,11,1,0.7272727272727273
2859,12,2,0.8333333333333334
3402,5,1,0.4
3402,2,2,1.0
2951,9,1,0.5555555555555556
2951,8,2,0.5
3426,4,1,0.75
3426,3,2,0.6666666666666666
2911,40,1,0.675
2911,2,2,1.0
2984,18,1,0.6666666666666666
2984,5,2,0.6
2170,2,1,1.0
2170,4,2,0.75
3662,8,1,0.75
3662,6,2,1.0
3258,22,1,0.7272727272727273
3258,4,2,0.75
3826,8,1,0.625
3826,11,2,0.6363636363636364
2613,13,1,0.9230769230769231
2613,5,2,0.6
3796,16,1,0.75
3796,14,2,0.7857142857142857
3403,3,1,1.0
3403,6,2,0.8333333333333334
2977,11,1,0.7272727272727273
2977,4,2,0.75
2707,4,1,0.0
2707,1,2,1.0
3754,19,1,0.5263157894736842
3754,10,2,1.0
3492,31,1,0.6129032258064516
3844,3,1,1.0
3844,6,2,0.6666666666666666
2893,7,1,0.7142857142857143
2893,9,2,0.6666666666666666
3194,12,1,0.8333333333333334
3194,6,2,0.5
3487,23,1,0.7391304347826086
3487,11,2,0.9090909090909091
2644,9,1,1.0
2644,16,2,0.625
3361,9,1,0.6666666666666666
3361,1,2,0.0
2830,16,1,0.6875
2830,6,2,0.8333333333333334
3744,9,1,0.7777777777777778
3744,10,2,0.9
3173,22,1,0.5909090909090909
3173,18,2,0.6111111111111112
2166,5,1,0.0
2268,5,1,0.0
2268,7,2,1.0
3381,11,1,0.8181818181818182
2524,6,1,0.6666666666666666
2524,11,2,0.6363636363636364
2397,4,2,1.0
3036,35,1,0.6285714285714286
3036,8,2,0.5
2812,13,1,0.7692307692307693
2812,8,2,0.75
3176,7,1,0.42857142857142855
3176,6,2,0.6666666666666666
3670,9,1,0.8888888888888888
3670,5,2,0.8
3031,26,1,0.6153846153846154
3031,4,2,1.0
2504,7,2,0.8571428571428571
3121,4,1,0.5
3121,2,2,0.5
2923,20,1,0.7
2923,5,2,0.6
3727,12,1,0.75
3727,5,2,0.8
2965,2,1,0.5
2692,8,1,0.75
2692,1,2,1.0
2995,30,1,0.6666666666666666
2995,3,2,0.3333333333333333
2560,8,1,0.625
2560,10,2,0.8
3603,3,1,0.3333333333333333
3603,3,2,0.3333333333333333
3757,14,1,0.7857142857142857
3757,9,2,0.5555555555555556
2934,2,1,1.0
3825,9,1,0.7777777777777778
3825,16,2,0.75
3394,21,1,0.47619047619047616
3394,7,2,0.5714285714285714
3054,5,1,0.4
3054,9,2,0.7777777777777778
2908,17,1,0.8235294117647058
2908,6,2,0.5
3204,40,1,0.7
3204,12,2,0.75
3574,13,1,0.5384615384615384
3574,1,2,1.0
2835,10,1,0.7
2835,6,2,0.6666666666666666
3026,39,1,0.7435897435897436
3026,4,2,0.75
3413,6,1,0.8333333333333334
3413,6,2,0.6666666666666666
2316,4,2,0.75
2848,10,1,0.6
2848,9,2,0.7777777777777778
3590,7,1,0.7142857142857143
3590,6,2,0.6666666666666666
2525,1,1,1.0
2525,5,2,0.4
3701,6,1,1.0
3701,5,2,0.4
3206,14,1,0.7857142857142857
3206,8,2,0.625
2719,10,1,0.7
2719,8,2,0.5
2971,17,1,0.7647058823529411
2971,18,2,0.8888888888888888
2651,5,1,0.0
2651,2,2,1.0
3055,14,1,0.8571428571428571
3055,12,2,0.6666666666666666
3748,9,1,0.8888888888888888
3748,15,2,0.5333333333333333
2024,1,2,1.0
3113,5,1,0.8
3113,4,2,0.25
3732,22,1,0.8636363636363636
3732,9,2,0.7777777777777778
3013,18,1,0.8333333333333334
3013,4,2,0.5
2907,6,1,0.8333333333333334
2907,1,2,1.0
2937,34,1,0.8235294117647058
2937,1,2,1.0
3023,10,1,0.6
3023,3,2,0.3333333333333333
3722,3,1,0.6666666666666666
3722,3,2,0.3333333333333333
3198,26,1,0.5384615384615384
3198,13,2,0.6153846153846154
3313,3,1,1.0
3313,6,2,0.6666666666666666
3032,23,1,0.6521739130434783
3032,1,2,1.0
3717,15,1,0.4666666666666667
3717,7,2,0.42857142857142855
3805,10,1,0.7
3805,3,2,0.3333333333333333
1959,1,1,0.0
1959,3,2,1.0
3473,28,1,0.8571428571428571
3473,13,2,0.8461538461538461
2710,6,1,0.0
2710,5,2,0.8
3765,2,1,0.0
3765,6,2,1.0
3709,29,1,0.6551724137931034
3709,7,2,0.5714285714285714
2865,21,1,0.7619047619047619
2865,13,2,0.5384615384615384
3740,3,1,1.0
3740,1,2,1.0
3018,18,1,0.6666666666666666
3018,11,2,0.8181818181818182
3561,8,1,0.375
3561,1,2,1.0
3094,27,1,0.7777777777777778
3094,9,2,0.5555555555555556
2787,3,1,0.0
2787,1,2,1.0
3208,28,1,0.5
3208,4,2,0.5
2973,8,1,0.875
2973,12,2,0.5
2991,3,1,1.0
2991,2,2,1.0
2332,1,1,0.0
2332,7,2,0.5714285714285714
3410,3,1,1.0
3410,4,2,0.75
3710,15,1,0.6
3710,6,2,0.6666666666666666
3458,8,1,0.625
3458,5,2,0.8
3760,6,1,0.3333333333333333
3760,6,2,0.3333333333333333
3452,12,1,0.5833333333333334
3452,8,2,0.375
3650,14,1,0.9285714285714286
3650,12,2,0.6666666666666666
3451,9,1,0.7777777777777778
3451,2,2,0.5
3315,9,1,0.7777777777777778
3315,1,2,0.0
3724,16,1,0.6875
3724,14,2,0.7142857142857143
2982,15,1,0.8666666666666667
1962,3,2,0.6666666666666666
3790,13,1,0.6153846153846154
3790,11,2,0.45454545454545453
3186,13,1,0.6153846153846154
3186,5,2,0.4
3497,9,1,0.6666666666666666
3624,3,1,1.0
3624,1,2,0.0
3571,2,1,0.5
3119,14,1,0.6428571428571429
3119,2,2,1.0
3218,4,1,0.0
3218,2,2,0.5
3848,3,1,0.6666666666666666
3788,8,1,0.625
3788,4,2,0.75
3131,6,1,0.5
3131,4,2,1.0
2732,3,1,1.0
2732,2,2,0.5
3767,18,1,0.8888888888888888
3767,10,2,0.7
3146,1,1,1.0
3146,2,2,0.5
3604,3,1,0.6666666666666666
3604,4,2,0.75
3077,1,1,0.0
3380,12,1,0.6666666666666666
2918,9,1,0.6666666666666666
2918,7,2,0.8571428571428571
3407,11,1,0.36363636363636365
3407,5,2,0.6
3711,7,1,0.42857142857142855
3711,11,2,0.6363636363636364
3137,1,1,1.0
2667,13,1,0.8461538461538461
2667,1,2,1.0
3142,1,2,1.0
3529,16,1,0.875
