LeagueId,NoData,Bet,Score
3298,19,1,0.631578947368421
3298,1,2,1.0
2912,4,1,0.25
2912,5,2,1.0
2818,22,1,0.5
2818,5,2,0.2
3051,3,1,0.3333333333333333
3051,4,2,0.5
3376,15,1,0.5333333333333333
3376,11,2,0.6363636363636364
2887,8,1,0.0
2887,7,2,0.8571428571428571
3833,3,2,0.3333333333333333
3838,3,1,0.6666666666666666
3838,5,2,0.8
3464,38,1,0.6578947368421053
3464,6,2,0.6666666666666666
3422,2,1,0.5
3145,21,1,0.7619047619047619
3145,15,2,0.6
3696,5,1,0.4
3696,4,2,0.25
2893,7,1,0.42857142857142855
2893,6,2,0.8333333333333334
3346,18,1,0.4444444444444444
3346,6,2,0.6666666666666666
3540,3,1,0.0
2908,22,1,0.5909090909090909
2908,15,2,0.6666666666666666
3477,2,2,1.0
3325,19,1,0.5789473684210527
3325,13,2,0.5384615384615384
3826,9,1,0.4444444444444444
3826,13,2,0.46153846153846156
3306,54,1,0.6666666666666666
3306,6,2,0.6666666666666666
2890,12,1,0.5833333333333334
2890,6,2,0.8333333333333334
3501,11,1,0.5454545454545454
2844,8,1,0.25
2844,7,2,0.5714285714285714
3667,13,1,0.46153846153846156
3667,7,2,0.7142857142857143
3343,17,1,0.5294117647058824
3343,1,2,0.0
3440,27,1,0.4074074074074074
3440,14,2,0.5
3357,12,1,0.5833333333333334
3357,3,2,0.0
3680,1,1,0.0
3680,5,2,0.4
3402,2,1,1.0
3402,4,2,0.75
3718,17,1,0.5294117647058824
3718,8,2,0.5
3455,13,1,0.3076923076923077
3455,8,2,0.5
3374,11,1,0.5454545454545454
3374,12,2,0.5
3391,4,1,0.5
3391,2,2,0.5
3687,11,1,0.6363636363636364
3687,9,2,0.5555555555555556
3206,16,1,0.5
3206,12,2,0.5833333333333334
3442,25,1,0.48
3442,20,2,0.7
3506,5,1,0.2
3459,11,1,0.5454545454545454
3459,7,2,0.7142857142857143
3822,2,1,1.0
3822,2,2,0.0
2811,21,1,0.5238095238095238
2811,13,2,0.38461538461538464
2859,9,1,0.4444444444444444
2859,8,2,0.625
3105,21,1,0.5714285714285714
3105,20,2,0.6
3738,18,1,0.4444444444444444
3738,13,2,0.6923076923076923
2955,7,1,0.8571428571428571
2955,4,2,0.5
3048,23,1,0.5652173913043478
3048,8,2,0.875
3050,4,1,0.5
3347,45,1,0.6444444444444445
3347,17,2,0.5294117647058824
3207,14,1,0.5714285714285714
3207,18,2,0.8333333333333334
3151,14,1,0.6428571428571429
3151,10,2,0.6
3027,12,1,0.5833333333333334
3027,8,2,0.5
2833,11,1,0.6363636363636364
3249,15,1,0.8
3249,5,2,0.6
2886,11,1,0.36363636363636365
2886,11,2,0.45454545454545453
2951,9,1,0.6666666666666666
2951,3,2,0.0
3148,21,1,0.42857142857142855
3148,10,2,0.2
3692,13,1,0.38461538461538464
3692,7,2,0.7142857142857143
3388,2,2,0.5
3205,26,1,0.4230769230769231
3205,9,2,0.3333333333333333
3348,12,1,0.6666666666666666
3348,4,2,0.25
3565,4,1,0.75
3565,1,2,1.0
3786,12,1,0.5833333333333334
3786,2,2,0.5
3812,16,1,0.3125
3812,11,2,0.45454545454545453
3367,11,1,0.5454545454545454
3367,3,2,0.6666666666666666
3118,9,1,0.7777777777777778
3118,8,2,0.375
3568,1,1,0.0
3362,12,1,0.5833333333333334
3362,5,2,0.2
3809,11,1,0.36363636363636365
3809,2,2,0.5
3106,10,1,0.5
3106,8,2,0.75
3174,16,1,0.75
3174,6,2,0.3333333333333333
2931,3,1,0.6666666666666666
2931,2,2,0.5
3230,3,1,0.3333333333333333
3446,5,1,1.0
3446,5,2,0.6
3181,21,1,0.5238095238095238
3181,6,2,0.8333333333333334
3760,15,1,0.7333333333333333
3760,8,2,0.75
3773,4,1,0.75
3773,4,2,0.25
3204,41,1,0.5853658536585366
3204,18,2,0.5555555555555556
3765,8,1,0.75
3765,3,2,0.3333333333333333
2972,14,1,0.5714285714285714
2972,16,2,0.5
3763,9,1,0.3333333333333333
3763,1,2,0.0
3693,6,1,0.8333333333333334
3693,4,2,0.5
3017,16,1,0.5625
3017,7,2,0.7142857142857143
3814,1,1,1.0
3606,3,1,0.0
3606,2,2,0.5
2892,5,1,1.0
2892,7,2,0.5714285714285714
3516,21,1,0.47619047619047616
2885,7,1,0.7142857142857143
2885,7,2,0.7142857142857143
3141,12,1,0.4166666666666667
3141,14,2,0.42857142857142855
3492,19,1,0.631578947368421
2856,13,1,0.7692307692307693
2856,9,2,0.2222222222222222
3221,12,1,0.5
3221,7,2,0.5714285714285714
2358,1,0,1.0
3397,19,1,0.5263157894736842
3397,11,2,0.5454545454545454
3732,11,1,0.6363636363636364
3732,11,2,0.6363636363636364
3682,11,1,0.5454545454545454
3682,8,2,0.75
2982,12,1,0.6666666666666666
2982,3,2,0.3333333333333333
3704,2,1,1.0
3704,2,2,1.0
2850,8,1,0.75
2850,9,2,0.4444444444444444
3386,4,1,0.5
3386,3,2,0.3333333333333333
3119,10,1,0.5
3119,6,2,0.8333333333333334
2825,28,1,0.5714285714285714
2825,6,2,1.0
3844,4,1,0.5
3844,2,2,0.5
2791,3,1,0.6666666666666666
2791,4,2,0.75
3517,6,1,0.16666666666666666
3699,16,1,0.5625
3699,3,2,0.3333333333333333
3462,39,1,0.5384615384615384
3462,11,2,0.45454545454545453
3701,11,1,0.36363636363636365
3701,6,2,0.5
3015,16,1,0.5
3015,14,2,0.7857142857142857
3188,8,1,0.5
3188,7,2,0.42857142857142855
3600,4,1,1.0
3600,5,2,0.4
3317,6,1,0.6666666666666666
3317,6,2,0.8333333333333334
3275,5,1,0.8
3651,2,1,0.5
3742,22,1,0.7727272727272727
3742,12,2,0.6666666666666666
3190,10,1,0.6
3190,6,2,0.5
2835,3,1,0.6666666666666666
2835,7,2,0.7142857142857143
3805,15,1,0.4666666666666667
3805,4,2,1.0
2830,9,1,0.5555555555555556
2830,3,2,0.3333333333333333
3308,13,1,0.46153846153846156
3308,6,2,0.5
2915,13,1,0.6153846153846154
2915,5,2,0.4
3295,1,1,1.0
3656,8,1,0.375
3656,5,2,0.8
3767,19,1,0.47368421052631576
3767,9,2,0.7777777777777778
3796,12,1,0.5
3796,12,2,0.5
3769,13,1,0.5384615384615384
3769,6,2,0.6666666666666666
3211,16,1,0.5625
3211,6,2,0.5
3372,10,1,0.6
3372,7,2,0.42857142857142855
3521,13,1,0.38461538461538464
3368,15,1,0.5333333333333333
3368,11,2,0.5454545454545454
3603,2,1,0.5
3603,3,2,0.0
3781,13,1,0.38461538461538464
3781,5,2,0.4
2866,9,1,0.7777777777777778
2866,6,2,0.16666666666666666
2985,14,1,0.5
2985,7,2,0.7142857142857143
2929,2,1,0.5
2929,9,2,0.6666666666666666
3381,30,1,0.6
3381,3,2,0.0
2799,7,1,0.5714285714285714
2799,5,2,0.6
2774,6,1,0.6666666666666666
2774,3,2,1.0
2854,2,1,0.5
2854,4,2,0.75
3590,14,1,0.5714285714285714
3590,7,2,0.5714285714285714
3006,22,1,0.6818181818181818
3006,14,2,0.42857142857142855
3023,7,1,1.0
3023,6,2,0.6666666666666666
3659,1,1,0.0
3222,3,1,0.3333333333333333
3222,2,2,1.0
3186,13,1,0.8461538461538461
3186,14,2,0.5
3709,21,1,0.5714285714285714
3709,11,2,0.8181818181818182
2812,10,1,0.6
2812,8,2,0.75
3320,6,1,0.3333333333333333
3320,4,2,0.25
3688,13,1,0.5384615384615384
3688,9,2,0.7777777777777778
3177,13,1,0.5384615384615384
3177,9,2,0.2222222222222222
3461,45,1,0.6
3461,25,2,0.64
3747,21,1,0.5714285714285714
3747,7,2,0.42857142857142855
3743,19,1,0.5263157894736842
3743,10,2,0.5
2773,12,1,0.5
2773,7,2,0.8571428571428571
2365,2,0,0.5
3416,1,1,0.0
3416,3,2,0.3333333333333333
3043,16,1,0.75
3043,7,2,0.5714285714285714
3041,8,1,0.625
3041,5,2,0.6
3183,23,1,0.5652173913043478
3183,10,2,0.4
3322,2,1,0.0
3322,10,2,0.5
3817,3,1,0.6666666666666666
3817,3,2,0.6666666666666666
3816,1,2,1.0
2764,2,2,0.5
3584,1,1,0.0
3269,4,1,0.25
3269,1,2,1.0
3136,2,2,0.5
3335,11,1,0.7272727272727273
3335,14,2,0.5714285714285714
2974,11,1,0.5454545454545454
2974,6,2,0.8333333333333334
2943,9,1,0.3333333333333333
2943,15,2,0.4666666666666667
2727,4,1,0.25
2727,4,2,0.25
3806,7,1,0.5714285714285714
3806,3,2,0.6666666666666666
3216,3,1,0.3333333333333333
3216,5,2,0.4
3428,3,1,0.3333333333333333
3428,1,2,0.0
2958,14,1,0.2857142857142857
2958,8,2,0.625
3807,14,1,0.5
3807,5,2,0.8
3370,17,1,0.47058823529411764
3370,6,2,0.3333333333333333
3839,5,1,0.4
3839,4,2,1.0
3331,6,1,0.8333333333333334
3331,6,2,0.8333333333333334
3782,3,1,0.6666666666666666
3782,3,2,0.3333333333333333
3018,9,1,0.5555555555555556
3018,8,2,0.875
3173,26,1,0.5384615384615384
3173,13,2,0.7692307692307693
3193,3,1,1.0
3193,1,2,0.0
2697,1,1,0.0
2697,2,2,1.0
3820,1,1,1.0
3820,4,2,0.5
3355,8,1,0.625
3355,2,2,1.0
3218,3,1,1.0
3218,3,2,0.3333333333333333
2790,1,1,1.0
3771,1,1,0.0
3771,3,2,0.3333333333333333
2668,1,2,1.0
2911,20,1,0.6
2911,10,2,0.5
3583,2,1,0.5
3583,1,2,1.0
2957,9,1,0.8888888888888888
2957,7,2,1.0
3624,1,1,1.0
3021,4,1,1.0
3021,2,2,0.0
2840,13,1,0.6923076923076923
2840,5,2,0.6
3479,2,1,0.5
3479,2,2,1.0
3157,17,1,0.6470588235294118
3157,5,2,0.6
3208,20,1,0.5
3208,9,2,0.7777777777777778
2713,1,1,1.0
2713,3,2,1.0
3047,18,1,0.6111111111111112
3047,11,2,0.7272727272727273
2975,2,1,0.5
3143,2,1,1.0
3143,4,2,0.25
3147,23,1,0.6086956521739131
3147,17,2,0.5294117647058824
3097,4,1,0.25
3097,3,2,1.0
3307,30,1,0.6666666666666666
3307,12,2,0.6666666666666666
3637,12,1,0.3333333333333333
3637,5,2,0.4
3153,4,2,0.75
3717,19,1,0.5263157894736842
3717,6,2,0.5
3237,1,1,1.0
3237,1,2,1.0
2988,5,1,0.8
2988,5,2,0.6
3541,17,1,0.7647058823529411
3116,7,1,0.5714285714285714
3116,10,2,0.6
3337,1,1,0.0
3337,1,2,1.0
2891,5,1,1.0
2891,10,2,0.7
2796,1,1,0.0
3454,32,1,0.5625
3454,2,2,1.0
3213,5,1,0.2
3213,3,2,0.3333333333333333
3740,3,1,0.3333333333333333
3740,2,2,0.5
3010,7,1,0.8571428571428571
3010,3,2,1.0
2993,10,1,0.5
2993,5,2,1.0
3054,15,1,0.5333333333333333
3054,8,2,0.875
3036,19,1,0.5789473684210527
3036,7,2,0.5714285714285714
3220,12,1,0.75
3220,13,2,0.5384615384615384
3223,5,1,0.6
3223,5,2,0.8
3534,7,1,0.2857142857142857
2823,3,1,0.3333333333333333
2823,5,2,0.6
2801,2,1,1.0
2801,1,2,0.0
2813,10,1,0.8
2813,7,2,1.0
3321,8,1,0.75
3321,1,2,0.0
3588,2,1,0.5
3588,4,2,0.5
3631,10,1,0.6
3631,7,2,0.2857142857142857
2991,2,1,0.5
3203,10,1,0.5
3203,9,2,0.5555555555555556
3700,7,1,0.5714285714285714
3700,3,2,0.0
3451,16,1,0.8125
3451,3,2,0.6666666666666666
3248,10,1,0.6
3248,3,2,0.3333333333333333
3599,8,1,0.625
3599,3,2,0.3333333333333333
3217,3,1,0.0
3217,8,2,0.5
3052,4,1,1.0
3052,2,2,0.5
2986,10,1,0.8
2986,5,2,0.2
2867,10,1,0.5
2867,7,2,0.2857142857142857
2918,15,1,0.8
2918,3,2,0.0
3029,1,1,1.0
3029,1,2,0.0
3566,6,1,0.5
2650,2,2,1.0
3634,3,1,0.6666666666666666
3615,1,2,1.0
3126,7,1,0.5714285714285714
3126,4,2,0.5
3115,6,1,0.5
3115,7,2,0.5714285714285714
3748,13,1,0.6923076923076923
3748,11,2,0.5454545454545454
3061,1,1,0.0
3226,6,1,0.3333333333333333
3226,4,2,0.5
2983,7,1,0.5714285714285714
2983,5,2,0.6
3648,10,1,0.6
3648,9,2,0.5555555555555556
3056,7,1,0.5714285714285714
3056,10,2,0.4
3730,6,1,0.5
3730,7,2,0.42857142857142855
3824,1,1,0.0
3824,2,2,0.5
3336,33,1,0.5757575757575758
3336,10,2,0.4
3257,63,1,0.49206349206349204
3257,4,2,0.75
3210,1,2,1.0
3733,16,1,0.4375
3733,8,2,0.625
3727,7,1,0.7142857142857143
3727,4,2,0.5
2795,23,1,0.6521739130434783
2795,2,2,1.0
3364,9,1,0.0
3364,3,2,0.0
3560,3,1,0.3333333333333333
3196,6,1,0.3333333333333333
3196,3,2,0.6666666666666666
3724,14,1,0.5
3724,6,2,0.6666666666666666
3754,16,1,0.6875
3754,8,2,0.875
3751,6,1,0.8333333333333334
3751,3,2,0.6666666666666666
3619,4,1,0.25
3619,3,2,0.3333333333333333
2689,1,2,1.0
2759,3,2,0.6666666666666666
3128,8,1,0.5
3128,2,2,0.5
3277,3,1,0.3333333333333333
3277,1,2,1.0
2824,5,1,0.6
2824,2,2,0.5
2832,4,1,0.75
2832,8,2,0.5
3664,4,1,1.0
3664,1,2,0.0
3665,9,1,0.8888888888888888
3665,6,2,0.6666666666666666
3313,16,1,0.625
3313,5,2,0.6
2945,6,1,0.8333333333333334
2945,3,2,0.6666666666666666
3649,7,1,0.14285714285714285
3649,6,2,0.8333333333333334
3201,1,1,1.0
3201,6,2,0.3333333333333333
3574,16,1,0.5
2925,15,1,0.8
2925,7,2,0.5714285714285714
2933,11,1,0.7272727272727273
2933,13,2,0.5384615384615384
2630,2,2,0.5
2771,3,1,0.6666666666666666
2771,2,2,0.0
3678,5,1,0.2
3678,6,2,0.3333333333333333
3375,1,1,0.0
3375,1,2,1.0
3716,17,1,0.47058823529411764
3716,5,2,0.6
3788,10,1,0.9
3788,8,2,0.375
3078,3,1,0.6666666666666666
3078,4,2,0.25
3638,13,1,0.6153846153846154
3638,2,2,1.0
2439,1,2,1.0
2956,2,2,1.0
3662,7,1,0.5714285714285714
3662,4,2,1.0
3385,5,1,0.6
3385,1,2,1.0
3159,13,1,0.5384615384615384
3159,9,2,0.4444444444444444
3329,6,1,0.5
3329,4,2,0.25
3312,3,1,1.0
3312,2,2,0.5
3365,3,1,0.3333333333333333
3834,1,1,0.0
3161,3,1,0.6666666666666666
3161,3,2,0.6666666666666666
3613,5,1,0.8
3613,7,2,0.7142857142857143
3819,2,1,0.5
3819,5,2,0.0
3721,4,1,0.5
3721,4,2,1.0
3556,3,1,0.0
3676,5,1,0.4
3676,1,2,1.0
3744,10,1,0.5
3744,5,2,0.6
3241,7,1,0.5714285714285714
3241,8,2,0.5
3636,4,1,0.5
3582,4,1,0.5
3582,2,2,1.0
3500,14,1,0.5
2952,1,2,1.0
2787,4,1,0.5
2787,2,2,0.5
3405,1,1,1.0
2828,25,1,0.72
2828,4,2,0.75
3142,3,1,0.3333333333333333
3142,2,2,0.5
3627,2,1,0.5
3627,1,2,0.0
2992,7,1,0.2857142857142857
2992,6,2,0.5
3387,2,2,0.5
2695,4,1,0.5
2695,2,2,0.5
3049,7,1,0.42857142857142855
3049,1,2,0.0
2839,6,1,0.3333333333333333
2839,6,2,0.16666666666666666
3349,3,1,0.6666666666666666
3849,9,1,0.5555555555555556
3849,3,2,0.3333333333333333
2841,4,1,0.5
2841,3,2,0.6666666666666666
3552,1,1,0.0
2963,2,2,0.5
2696,13,1,0.38461538461538464
2696,3,2,0.3333333333333333
3228,2,1,1.0
3228,3,2,0.6666666666666666
3752,1,1,0.0
3752,2,2,1.0
3034,7,1,0.7142857142857143
3034,2,2,0.0
2726,2,2,0.5
2343,4,0,0.75
2343,1,2,0.0
3861,1,1,0.0
3558,8,1,0.625
2852,15,1,0.6
2852,9,2,0.7777777777777778
3602,1,1,0.0
3602,5,2,0.4
3689,8,1,0.875
3689,9,2,0.6666666666666666
3723,1,1,0.0
3723,3,2,0.3333333333333333
3567,4,1,0.5
3567,1,2,1.0
3835,3,1,0.3333333333333333
3835,3,2,0.0
3848,1,1,1.0
2342,4,0,0.75
2342,1,2,0.0
2939,7,1,0.5714285714285714
2939,1,2,0.0
3175,6,1,0.6666666666666666
3175,2,2,1.0
3778,3,1,0.3333333333333333
3778,2,2,1.0
2730,1,1,1.0
2730,3,2,0.3333333333333333
2934,4,1,0.25
2934,1,2,0.0
3436,11,1,0.5454545454545454
3436,5,2,0.2
3725,3,1,0.6666666666666666
3725,2,2,0.5
3496,12,1,0.5833333333333334
2907,3,1,0.6666666666666666
2907,3,2,1.0
3003,5,1,0.6
3003,5,2,0.4
3319,8,1,0.625
3319,5,2,0.8
3076,3,1,0.0
3076,6,2,0.6666666666666666
3772,5,1,0.6
3772,6,2,0.3333333333333333
3268,6,1,0.6666666666666666
3268,4,2,0.75
3420,5,1,0.4
3420,2,2,0.5
3745,1,1,1.0
3194,6,1,0.6666666666666666
3194,8,2,0.625
3366,8,1,0.5
3366,5,2,0.6
2846,3,1,0.6666666666666666
2846,3,2,0.6666666666666666
2728,5,2,0.6
3633,7,1,0.42857142857142855
3633,8,2,0.75
3790,8,1,0.625
3790,4,2,0.5
3697,2,1,0.0
3697,4,2,0.25
3077,1,1,1.0
3077,2,2,0.0
3069,1,1,0.0
3069,1,2,1.0
3836,1,1,0.0
3836,4,2,0.75
3468,2,1,1.0
3468,3,2,0.3333333333333333
3404,3,2,0.3333333333333333
3735,4,1,0.5
3563,3,1,0.6666666666666666
2864,10,1,0.5
2864,5,2,0.6
3265,3,1,0.6666666666666666
3265,1,2,1.0
2284,1,0,0.0
2284,1,2,1.0
3660,10,1,0.3
3660,4,2,0.75
3616,6,1,0.6666666666666666
3616,1,2,0.0
2704,1,2,0.0
3580,12,1,0.75
3580,6,2,0.3333333333333333
3107,2,1,0.5
3107,1,2,1.0
3131,10,1,0.3
3131,7,2,0.5714285714285714
3827,3,1,1.0
3827,3,2,0.6666666666666666
3009,13,1,0.5384615384615384
3009,9,2,0.3333333333333333
3855,1,1,0.0
3855,3,2,1.0
3711,3,1,0.0
3711,4,2,0.5
3571,1,1,1.0
3683,8,1,0.5
3683,7,2,0.7142857142857143
3244,11,1,0.6363636363636364
3244,3,2,0.6666666666666666
3272,3,1,0.0
2732,3,2,0.3333333333333333
3545,6,1,0.3333333333333333
3519,5,1,0.4
3339,1,2,0.0
3393,2,1,1.0
3393,1,2,0.0
3318,8,1,0.5
3318,6,2,0.3333333333333333
3561,2,1,1.0
3561,3,2,0.6666666666666666
2826,1,1,1.0
2826,1,2,1.0
3247,3,1,0.0
3247,4,2,0.25
2961,1,1,1.0
2961,1,2,0.0
3273,13,1,0.6923076923076923
3273,1,2,0.0
3114,3,1,0.3333333333333333
3114,10,2,0.5
3815,7,1,0.42857142857142855
3815,2,2,0.5
2069,1,0,0.0
3409,4,1,0.5
3409,1,2,0.0
3135,2,2,0.0
2525,2,2,0.0
3045,2,2,1.0
3713,12,1,0.8333333333333334
3713,8,2,0.625
3821,3,1,0.6666666666666666
3821,2,2,0.5
3073,3,1,0.3333333333333333
3564,5,1,0.6
3527,13,1,0.6153846153846154
3791,1,1,1.0
3791,1,2,0.0
