LeagueId,NoData,Bet,Score
3821,5,2,1.0
2995,27,1,0.9629629629629629
2995,5,2,1.0
3128,10,1,0.0
3128,16,2,0.75
3752,6,1,1.0
3752,5,2,1.0
3157,30,1,0.9
3157,11,2,0.9090909090909091
3603,7,1,0.8571428571428571
3603,7,2,1.0
3769,28,1,0.8214285714285714
3769,11,2,0.8181818181818182
3751,11,1,0.9090909090909091
3751,7,2,0.8571428571428571
2422,7,1,1.0
2422,7,2,0.7142857142857143
3718,20,1,0.8
3718,10,2,1.0
3660,25,1,0.88
3660,11,2,0.7272727272727273
2908,21,1,0.9523809523809523
2908,5,2,0.6
3690,20,1,0.9
3690,12,2,1.0
2859,15,1,0.7333333333333333
2859,12,2,0.8333333333333334
3420,2,2,1.0
2925,14,1,1.0
2925,3,2,0.6666666666666666
2316,12,1,0.0
2316,8,2,0.875
3797,14,1,0.7142857142857143
3797,11,2,0.7272727272727273
2976,1,1,1.0
3210,1,1,1.0
2727,8,1,0.0
2727,6,2,1.0
3808,31,1,0.9354838709677419
3808,20,2,0.85
2169,11,1,0.8181818181818182
2169,4,2,0.75
2666,2,1,1.0
2666,2,2,1.0
3629,8,1,0.75
3629,9,2,0.8888888888888888
2985,25,1,0.92
2985,11,2,1.0
3699,16,1,0.9375
3699,15,2,0.8
3742,10,1,1.0
3742,3,2,0.6666666666666666
2939,3,1,0.3333333333333333
3713,21,1,0.8571428571428571
3713,17,2,0.8235294117647058
2448,25,1,0.0
2448,13,2,0.9230769230769231
2146,10,1,0.0
2146,1,2,1.0
3834,9,1,1.0
3834,2,2,1.0
3567,19,1,0.8947368421052632
3567,4,2,1.0
3688,35,1,0.9142857142857143
3688,13,2,1.0
2870,1,1,1.0
2870,2,2,0.5
3159,18,1,1.0
3159,12,2,0.8333333333333334
3650,36,1,0.9444444444444444
3650,15,2,0.9333333333333333
2524,16,1,0.0
2524,8,2,0.875
3728,2,1,1.0
3728,1,2,1.0
3501,17,1,0.0
3501,7,2,1.0
3407,12,1,0.9166666666666666
3407,8,2,0.875
3177,10,1,0.7
3177,7,2,0.7142857142857143
3636,12,1,0.9166666666666666
3636,7,2,0.7142857142857143
3767,22,1,0.8636363636363636
3767,8,2,0.875
3167,1,1,0.0
3167,4,2,1.0
2102,11,1,0.0
2102,26,2,0.9230769230769231
3551,9,1,0.7777777777777778
3368,7,1,1.0
3368,3,2,0.6666666666666666
3838,9,1,0.8888888888888888
3838,2,2,1.0
2819,5,1,1.0
2819,2,2,1.0
3778,12,1,0.8333333333333334
3778,14,2,0.9285714285714286
2924,5,1,1.0
2924,2,2,1.0
3394,43,1,0.8837209302325582
3394,11,2,0.8181818181818182
2011,1,1,0.0
2011,23,2,0.8260869565217391
3732,28,1,0.8571428571428571
3732,7,2,0.7142857142857143
2387,2,1,0.0
2802,9,1,0.7777777777777778
2802,8,2,0.75
3807,18,1,0.7777777777777778
3807,13,2,1.0
3205,10,1,1.0
3205,4,2,0.75
2929,7,1,1.0
2929,2,2,1.0
2993,20,1,1.0
2993,10,2,1.0
2171,4,1,1.0
2171,1,2,1.0
2005,4,1,0.5
2360,10,1,0.0
2987,17,1,0.9411764705882353
2987,3,2,0.3333333333333333
2998,15,1,0.9333333333333333
2998,12,2,0.8333333333333334
3662,11,1,1.0
3662,11,2,0.9090909090909091
3521,31,1,0.8709677419354839
3521,9,2,1.0
3534,19,1,0.8947368421052632
3534,4,2,0.5
2196,25,1,0.0
2196,5,2,0.8
3103,38,1,0.9210526315789473
3103,8,2,0.625
3800,35,1,0.9428571428571428
3800,16,2,0.9375
2977,20,1,0.9
2977,10,2,0.9
2795,9,1,0.6666666666666666
2988,6,1,0.5
2988,1,2,1.0
2166,4,1,1.0
3514,12,1,0.8333333333333334
3514,4,2,0.75
3747,17,1,1.0
3747,14,2,0.7857142857142857
2714,1,1,1.0
2714,1,2,1.0
2956,1,1,1.0
2865,36,1,0.8611111111111112
2865,3,2,1.0
2343,13,1,1.0
2343,3,2,1.0
3656,13,1,0.8461538461538461
3656,6,2,1.0
3564,19,1,1.0
3564,2,2,1.0
3527,35,1,0.9428571428571428
3527,3,2,0.6666666666666666
3760,28,1,1.0
3760,15,2,0.6666666666666666
3502,15,1,0.8666666666666667
3502,10,2,0.9
2205,1,1,1.0
2205,3,2,1.0
3147,50,1,0.84
3147,22,2,0.9545454545454546
3018,30,1,0.9333333333333333
3018,10,2,0.9
3050,7,1,1.0
3050,5,2,0.8
2567,9,1,0.7777777777777778
2567,3,2,1.0
3691,26,1,0.9615384615384616
3691,17,2,0.9411764705882353
2832,6,1,0.8333333333333334
3805,23,1,1.0
3805,17,2,1.0
3109,35,1,0.8571428571428571
3109,14,2,0.8571428571428571
3532,9,1,0.8888888888888888
3532,5,2,1.0
3663,27,1,0.8888888888888888
3663,9,2,1.0
3826,24,1,0.8333333333333334
3826,14,2,0.9285714285714286
2851,26,1,0.8461538461538461
2851,4,2,0.5
2274,8,1,0.625
2274,2,2,0.5
2542,8,1,0.0
2170,8,1,0.0
2170,2,2,1.0
2803,5,1,0.8
2803,1,2,1.0
2828,28,1,0.8928571428571429
2828,7,2,0.8571428571428571
2915,16,1,0.9375
2915,6,2,0.5
2937,12,1,0.8333333333333334
2937,1,2,1.0
3648,28,1,0.8928571428571429
3648,20,2,0.8
3839,17,1,1.0
3839,13,2,0.7692307692307693
3545,17,1,0.8823529411764706
3545,10,2,0.9
3717,18,1,0.8333333333333334
3717,8,2,0.75
3831,10,1,1.0
3831,5,2,1.0
3123,9,1,1.0
3123,3,2,1.0
2468,2,1,0.0
2468,2,2,1.0
2943,31,1,0.7741935483870968
2943,7,2,1.0
3224,5,1,0.8
3224,10,2,0.6
2401,18,1,0.8333333333333334
2401,15,2,0.9333333333333333
2475,9,1,0.0
2475,3,2,1.0
3528,27,1,0.8518518518518519
3528,3,2,0.3333333333333333
2254,1,2,1.0
2539,5,1,0.0
2539,1,2,0.0
3465,3,1,1.0
3465,6,2,1.0
3725,3,1,1.0
3725,4,2,1.0
2911,20,1,0.95
2911,3,2,1.0
3638,13,1,0.8461538461538461
3638,4,2,0.75
3670,24,1,0.9166666666666666
3670,14,2,0.8571428571428571
1942,10,1,0.8
1942,2,2,1.0
3587,7,1,1.0
3587,5,2,1.0
3131,23,1,0.8695652173913043
3131,6,2,1.0
3036,19,1,0.8947368421052632
3036,2,2,1.0
3007,8,1,0.875
2119,5,1,0.0
2119,16,2,0.9375
3835,7,1,1.0
3835,3,2,1.0
2657,1,1,1.0
2657,35,2,0.8
3372,8,1,0.0
3372,2,2,1.0
2050,7,1,1.0
2844,20,1,0.9
2844,10,2,0.9
3610,1,2,1.0
2626,18,1,0.9444444444444444
2626,4,2,1.0
2420,1,1,1.0
2014,4,1,1.0
2014,2,2,0.5
2450,5,1,0.6
2450,5,2,0.6
2992,26,1,1.0
2992,10,2,1.0
2984,20,1,0.9
2984,4,2,1.0
3313,4,1,1.0
3313,2,2,0.5
3153,9,1,0.5555555555555556
3153,9,2,1.0
2644,5,1,0.0
2644,13,2,0.6153846153846154
3110,20,1,0.75
3110,5,2,1.0
3574,33,1,0.8484848484848485
3574,5,2,0.8
3132,9,1,0.7777777777777778
3132,6,2,1.0
2574,6,1,0.5
3738,22,1,0.9090909090909091
3738,5,2,0.8
3195,11,1,0.9090909090909091
3195,3,2,1.0
3496,11,1,1.0
3496,5,2,0.8
3220,23,1,0.9130434782608695
3220,4,2,0.75
3151,19,1,0.8947368421052632
3151,11,2,0.7272727272727273
3619,8,1,1.0
3619,6,2,0.8333333333333334
3813,8,1,0.875
3813,9,2,1.0
2857,10,1,0.9
2857,17,2,0.8823529411764706
2848,26,1,0.9230769230769231
2848,15,2,0.8666666666666667
3443,1,1,1.0
3443,1,2,1.0
2702,8,1,0.0
2702,10,2,1.0
3716,18,1,0.8333333333333334
3716,20,2,0.95
3669,4,2,1.0
3198,33,1,0.9696969696969697
3198,9,2,1.0
3618,6,1,0.8333333333333334
3618,3,2,1.0
2585,6,1,0.0
2889,22,1,0.8636363636363636
2889,16,2,0.6875
3823,4,1,1.0
3823,7,2,0.8571428571428571
2290,10,1,0.0
2290,8,2,1.0
2477,2,1,1.0
3731,11,1,0.8181818181818182
3731,8,2,1.0
2139,14,1,0.9285714285714286
2139,12,2,0.8333333333333334
2890,9,1,0.8888888888888888
2890,15,2,0.7333333333333333
3011,3,1,1.0
3011,2,2,1.0
2917,31,1,0.7741935483870968
2917,6,2,0.8333333333333334
3529,31,1,0.9032258064516129
3529,14,2,0.8571428571428571
3023,16,1,0.875
3023,8,2,1.0
3361,5,1,0.6
2453,4,1,0.0
3676,11,1,0.9090909090909091
3676,4,2,1.0
2212,4,1,0.75
2212,1,2,1.0
2391,11,1,1.0
2198,10,1,0.0
2198,12,2,0.8333333333333334
3152,1,2,1.0
2197,7,1,0.7142857142857143
2197,2,2,1.0
2858,17,1,0.9411764705882353
2858,8,2,0.875
3186,16,1,0.0
3186,6,2,1.0
3737,21,1,1.0
3737,11,2,0.6363636363636364
3516,31,1,0.967741935483871
3516,2,2,1.0
3788,24,1,0.9166666666666666
3788,16,2,1.0
3588,7,1,1.0
3588,8,2,1.0
3724,32,1,0.90625
3724,8,2,1.0
3215,10,1,1.0
3215,9,2,0.7777777777777778
3654,25,1,0.96
3654,19,2,0.9473684210526315
2285,10,1,0.9
2285,2,2,1.0
3697,15,1,0.8
3697,6,2,0.6666666666666666
2981,24,1,0.9166666666666666
2981,12,2,0.6666666666666666
1950,3,1,1.0
2303,10,1,0.0
2303,2,2,1.0
3721,5,1,0.8
3721,7,2,1.0
3705,1,1,1.0
3705,1,2,1.0
3291,3,1,0.6666666666666666
3833,9,1,0.8888888888888888
3833,3,2,1.0
2990,3,1,0.6666666666666666
2990,1,2,1.0
2484,6,1,1.0
2484,9,2,0.8888888888888888
2638,2,1,1.0
3561,13,1,1.0
3561,2,2,1.0
2840,40,1,0.925
2840,14,2,1.0
2827,5,1,1.0
2827,2,2,1.0
2769,3,1,1.0
2769,1,2,0.0
3075,19,1,1.0
3075,7,2,0.7142857142857143
2839,14,1,1.0
2839,8,2,0.875
2226,1,1,0.0
3781,29,1,0.8620689655172413
3781,7,2,1.0
3391,5,1,0.0
3391,4,2,1.0
2410,6,1,1.0
2410,2,2,1.0
2055,1,2,1.0
3473,12,1,0.75
3473,1,2,1.0
3113,6,1,0.0
3113,7,2,0.8571428571428571
3019,8,1,1.0
3019,4,2,0.75
3141,28,1,0.8571428571428571
3141,12,2,0.8333333333333334
3541,21,1,0.0
3541,5,2,0.6
3784,24,1,0.9583333333333334
3784,10,2,0.7
3145,22,1,0.8181818181818182
3145,10,2,0.8
2017,3,1,0.0
2017,3,2,0.6666666666666666
2284,15,1,0.0
2284,4,2,0.75
2383,23,1,0.8260869565217391
2383,1,2,1.0
3506,10,1,0.9
3506,15,2,0.8666666666666667
2496,10,1,0.6
2496,4,2,0.75
3076,10,1,0.9
3076,4,2,0.75
3266,9,1,0.0
3266,3,2,1.0
3744,11,1,0.7272727272727273
3744,6,2,0.8333333333333334
2608,2,1,1.0
2334,13,1,0.0
2334,7,2,1.0
3367,1,1,1.0
2692,7,1,0.0
3825,22,1,0.8181818181818182
3825,9,2,0.7777777777777778
2071,16,1,0.0
2071,10,2,0.9
3773,15,1,0.8
3773,11,2,0.8181818181818182
3015,29,1,0.9655172413793104
3015,2,2,1.0
2885,10,1,0.9
2885,9,2,1.0
2123,3,1,1.0
2123,1,2,1.0
3040,7,1,0.7142857142857143
3040,2,2,1.0
3809,20,1,0.95
3809,17,2,0.9411764705882353
2957,35,1,0.8857142857142857
2957,8,2,1.0
3590,8,1,0.875
3590,9,2,0.7777777777777778
3412,2,1,1.0
3412,5,2,1.0
2997,9,1,1.0
2997,6,2,0.5
3642,5,1,1.0
3642,2,2,1.0
2983,10,1,1.0
2983,11,2,0.8181818181818182
2856,24,1,0.875
2856,19,2,0.7894736842105263
2768,6,1,1.0
2768,2,2,1.0
3730,18,1,0.8333333333333334
3730,11,2,0.7272727272727273
3599,21,1,0.8571428571428571
3599,13,2,0.8461538461538461
2946,26,1,0.7692307692307693
2946,7,2,0.8571428571428571
2841,17,1,0.9411764705882353
2841,12,2,0.9166666666666666
3364,13,1,0.6923076923076923
3364,9,2,0.7777777777777778
3849,9,1,1.0
3849,5,2,0.8
2975,2,1,0.5
2975,1,2,0.0
2633,2,1,1.0
3204,26,1,1.0
3204,9,2,1.0
3488,14,1,0.8571428571428571
3488,5,2,1.0
2652,3,1,1.0
3436,10,1,0.8
3436,7,2,1.0
3054,15,1,0.8666666666666667
3054,11,2,1.0
2216,7,1,0.7142857142857143
2216,18,2,0.8333333333333334
2403,7,1,1.0
2403,1,2,1.0
1988,2,1,1.0
2088,9,1,1.0
2088,1,2,1.0
3013,24,1,0.75
3013,13,2,0.8461538461538461
3757,28,1,0.7857142857142857
3757,9,2,0.8888888888888888
3285,3,1,1.0
3097,12,1,0.8333333333333334
3097,7,2,0.5714285714285714
3010,4,1,0.75
3016,4,1,0.75
3016,2,2,1.0
2631,3,1,0.0
1964,9,1,0.0
2797,14,1,1.0
2797,15,2,1.0
3708,29,1,0.9655172413793104
3708,16,2,0.875
3815,11,1,0.9090909090909091
3815,9,2,0.7777777777777778
2471,14,1,0.0
2471,2,2,0.5
3492,10,1,0.7
3492,2,2,1.0
3640,12,1,1.0
3640,10,2,0.8
2281,3,1,0.0
2281,8,2,1.0
3074,4,1,1.0
3074,4,2,1.0
3682,16,1,0.9375
3682,5,2,1.0
3735,1,1,1.0
3321,6,1,1.0
3321,3,2,1.0
2555,3,1,1.0
3748,28,1,0.8928571428571429
3748,12,2,1.0
2846,3,1,0.6666666666666666
2846,2,2,1.0
3317,4,1,0.0
3317,2,2,1.0
2392,4,1,1.0
2392,1,2,1.0
2830,24,1,0.7916666666666666
2830,10,2,0.8
3646,29,1,0.896551724137931
3646,10,2,0.9
1959,4,1,1.0
1959,3,2,1.0
2835,20,1,0.9
2835,5,2,0.8
2941,4,1,1.0
3006,6,1,1.0
3006,1,2,1.0
3790,22,1,0.9090909090909091
3790,11,2,0.9090909090909091
1994,9,1,1.0
1994,8,2,1.0
3719,4,1,1.0
3719,3,2,1.0
3791,4,1,1.0
3791,2,2,1.0
2762,1,1,0.0
2762,1,2,1.0
2479,8,1,0.0
2479,33,2,0.8181818181818182
3770,4,1,1.0
3770,2,2,1.0
2607,1,1,0.0
3118,23,1,0.0
3118,5,2,1.0
2138,1,1,1.0
2138,30,2,0.8666666666666667
3540,14,1,0.7857142857142857
3540,2,2,1.0
3395,13,1,0.7692307692307693
3395,4,2,0.5
3402,6,1,0.0
3402,4,2,1.0
2233,8,1,1.0
2233,9,2,0.8888888888888888
3017,33,1,0.7878787878787878
3017,8,2,0.75
2537,4,1,1.0
2537,1,2,1.0
3117,35,1,0.8857142857142857
3117,9,2,0.7777777777777778
3711,4,1,1.0
3711,7,2,0.7142857142857143
2203,8,1,0.0
3408,3,1,0.6666666666666666
3408,1,2,1.0
3786,14,1,0.8571428571428571
3786,10,2,0.8
2236,9,1,0.6666666666666666
2236,2,2,1.0
3052,8,1,0.75
3052,6,2,1.0
3080,5,1,0.8
3080,3,2,1.0
2164,2,1,1.0
2164,2,2,1.0
3041,18,1,0.7777777777777778
3041,3,2,1.0
3190,18,1,0.8333333333333334
3190,10,2,1.0
3208,19,1,0.9473684210526315
3208,3,2,0.6666666666666666
2143,4,1,1.0
3754,26,1,0.9615384615384616
3754,7,2,0.8571428571428571
2824,10,1,0.8
2824,5,2,0.8
3197,10,1,0.9
3197,1,2,1.0
1946,9,1,1.0
1946,2,2,1.0
3783,2,1,1.0
3658,25,1,0.96
3658,9,2,0.7777777777777778
3523,1,1,1.0
3523,1,2,1.0
3684,1,1,1.0
3684,2,2,1.0
2309,6,1,0.6666666666666666
2309,10,2,1.0
1989,4,1,1.0
1989,6,2,0.8333333333333334
2811,14,1,0.8571428571428571
2583,4,1,1.0
2583,16,2,1.0
2814,5,1,0.4
2814,4,2,1.0
2455,21,1,0.0
2474,7,1,1.0
2971,7,1,1.0
2971,4,2,1.0
3782,6,1,0.8333333333333334
3782,6,2,0.6666666666666666
3403,10,1,1.0
3403,7,2,0.7142857142857143
3275,2,1,1.0
3275,2,2,1.0
2818,19,1,0.7894736842105263
2818,4,2,1.0
2831,4,1,1.0
2623,13,1,0.7692307692307693
2623,2,2,0.5
2105,5,1,1.0
2105,3,2,0.6666666666666666
2907,8,1,1.0
2907,3,2,0.6666666666666666
3624,4,1,0.5
3624,3,2,1.0
3078,6,1,0.8333333333333334
3078,9,2,1.0
2279,1,1,1.0
2279,12,2,0.8333333333333334
2159,23,1,0.8695652173913043
2159,14,2,1.0
3111,8,2,0.75
2561,9,1,0.0
2561,4,2,0.75
2639,6,1,1.0
2639,2,2,0.5
3174,12,1,0.9166666666666666
3174,2,2,1.0
3812,20,1,0.9
3812,14,2,1.0
2726,1,1,1.0
2726,4,2,1.0
3102,21,1,0.8571428571428571
3102,5,2,0.8
3094,30,1,0.0
3094,8,2,0.75
2217,1,2,1.0
3046,1,1,1.0
3046,2,2,1.0
2333,8,1,0.0
2333,3,2,1.0
2409,28,1,0.8214285714285714
2409,11,2,0.6363636363636364
3446,9,1,1.0
3446,5,2,1.0
3192,20,1,0.85
3192,16,2,0.9375
2244,1,1,1.0
1969,3,1,1.0
1969,2,2,1.0
3008,28,1,0.7857142857142857
3008,7,2,1.0
2076,10,1,0.8
2076,11,2,0.8181818181818182
2491,2,1,1.0
2897,7,1,1.0
2897,6,2,0.8333333333333334
3471,8,1,0.875
3471,8,2,1.0
2922,25,1,0.96
2922,14,2,1.0
3166,8,1,1.0
3166,5,2,0.8
3126,5,1,0.0
3126,5,2,1.0
3069,2,1,1.0
2535,8,1,1.0
3855,6,1,0.8333333333333334
3855,2,2,1.0
2006,1,1,1.0
3453,1,1,1.0
2553,5,1,0.8
2553,3,2,1.0
3039,6,1,0.6666666666666666
2667,10,1,0.0
2288,4,1,1.0
3369,2,1,1.0
3369,2,2,0.5
3680,15,1,0.8666666666666667
3680,9,2,0.8888888888888888
3032,9,1,1.0
2541,5,1,1.0
2541,2,2,1.0
2923,18,1,1.0
2923,5,2,0.8
3633,24,1,0.8333333333333334
3633,19,2,0.8421052631578947
3734,7,1,0.8571428571428571
2150,3,1,0.0
3696,8,1,0.875
3696,14,2,0.8571428571428571
3552,3,1,1.0
3552,1,2,0.0
3221,14,1,0.8571428571428571
3221,5,2,0.8
3073,9,1,1.0
3073,9,2,0.8888888888888888
2810,2,1,1.0
2810,1,2,0.0
3002,2,1,1.0
3002,2,2,1.0
3031,23,1,0.9130434782608695
3692,19,1,0.9473684210526315
3692,18,2,0.9444444444444444
2148,1,1,1.0
2414,2,1,1.0
3763,16,1,0.875
3763,9,2,0.8888888888888888
2504,6,1,1.0
2504,4,2,0.5
2153,2,1,1.0
3701,15,1,0.8
3701,6,2,0.6666666666666666
3183,15,1,0.8
3183,9,2,0.6666666666666666
3597,5,1,1.0
3597,5,2,1.0
3114,8,1,1.0
3114,7,2,0.8571428571428571
3580,12,1,1.0
3580,8,2,0.875
3115,5,1,0.6
3115,9,2,0.7777777777777778
3257,3,1,0.6666666666666666
2874,1,1,1.0
2825,24,1,0.9166666666666666
2825,4,2,0.75
2958,22,1,0.9545454545454546
2958,8,2,0.625
3139,25,1,0.92
3139,12,2,0.5833333333333334
2782,1,1,1.0
2108,12,1,0.8333333333333334
2108,7,2,0.8571428571428571
3194,23,1,0.9130434782608695
3194,8,2,0.875
2944,5,1,0.8
2944,2,2,0.5
3836,8,1,1.0
3836,6,2,1.0
2912,3,1,1.0
2912,2,2,1.0
3733,14,1,0.7857142857142857
3733,7,2,0.7142857142857143
2335,4,1,0.0
2335,2,2,0.5
2543,7,1,0.0
2543,2,2,0.5
3727,33,1,1.0
3727,19,2,0.9473684210526315
3043,15,1,0.8666666666666667
3043,9,2,0.8888888888888888
2837,25,1,0.88
2837,17,2,0.8823529411764706
3051,13,1,0.9230769230769231
3051,11,2,0.9090909090909091
2887,22,1,0.9545454545454546
2887,7,2,0.7142857142857143
2646,16,1,0.75
2646,9,2,0.8888888888888888
3627,2,1,1.0
3627,3,2,1.0
2641,3,1,1.0
2959,9,1,0.7777777777777778
2959,4,2,1.0
3709,22,1,0.7727272727272727
3709,9,2,0.8888888888888888
3668,2,1,1.0
3668,1,2,1.0
3803,24,1,0.9583333333333334
3803,13,2,0.7692307692307693
2195,4,1,1.0
2195,3,2,0.3333333333333333
3148,14,1,0.8571428571428571
3148,4,2,1.0
2313,1,1,1.0
2313,2,2,1.0
2565,14,1,0.9285714285714286
2565,3,2,0.6666666666666666
3792,4,1,1.0
3792,3,2,1.0
2168,7,1,1.0
2867,29,1,0.9310344827586207
2867,10,2,0.9
2591,2,2,1.0
2252,2,2,1.0
3000,4,1,1.0
3000,4,2,1.0
3526,1,1,1.0
3526,2,2,1.0
2615,2,1,1.0
2955,10,1,0.9
2955,4,2,0.75
2829,14,1,0.9285714285714286
2829,7,2,1.0
2713,11,1,1.0
2713,1,2,1.0
3819,4,1,1.0
2237,1,1,1.0
2237,1,2,1.0
2239,8,1,0.0
3766,6,1,0.5
3766,4,2,0.75
3035,5,1,1.0
3035,4,2,1.0
2613,9,1,0.0
2613,2,2,0.5
2647,4,1,0.75
2647,1,2,1.0
3810,4,1,0.75
3810,6,2,1.0
2554,2,1,1.0
2791,23,1,0.7391304347826086
2791,10,2,0.9
2478,17,1,1.0
2036,4,1,0.75
2893,11,1,1.0
2893,9,2,1.0
1940,1,1,0.0
1940,1,2,0.0
3704,9,1,0.8888888888888888
3704,5,2,0.8
3106,16,1,0.75
3106,6,2,0.8333333333333334
3634,1,1,1.0
3634,3,2,1.0
3033,7,1,0.7142857142857143
3630,18,1,0.8888888888888888
3630,6,2,1.0
3320,4,1,0.75
3806,17,1,0.9411764705882353
3806,7,2,1.0
2536,4,1,0.0
2536,3,2,1.0
3469,1,1,0.0
3469,2,2,0.5
2268,3,1,1.0
2268,17,2,0.7647058823529411
3616,1,1,1.0
3616,2,2,1.0
2547,1,1,1.0
2547,1,2,0.0
3351,2,1,1.0
3351,2,2,0.5
2040,6,1,1.0
3665,31,1,0.9032258064516129
3665,17,2,0.9411764705882353
2042,7,1,1.0
2245,5,1,1.0
2558,1,2,1.0
3397,13,1,0.7692307692307693
3397,2,2,0.5
2207,11,1,1.0
3258,4,1,0.0
3225,10,1,0.9
3225,5,2,0.8
3510,1,1,1.0
3335,19,1,0.9473684210526315
3335,3,2,0.3333333333333333
3832,5,1,0.8
3832,6,2,0.8333333333333334
2087,8,1,0.0
2087,1,2,1.0
3546,6,1,0.8333333333333334
3546,2,2,0.5
3617,4,1,0.75
3617,2,2,1.0
3065,1,1,1.0
3065,1,2,1.0
3042,2,1,1.0
3042,1,2,1.0
3562,15,1,0.8
3562,1,2,1.0
3003,6,1,1.0
3003,4,2,1.0
3045,2,1,1.0
3045,5,2,0.8
2709,1,1,1.0
3216,6,1,0.6666666666666666
3216,5,2,0.8
3322,3,2,1.0
2257,1,1,1.0
2257,1,2,1.0
2253,5,1,1.0
1929,2,1,0.0
2606,1,1,1.0
2606,2,2,0.5
2122,1,1,1.0
2932,1,1,1.0
2932,1,2,1.0
3749,1,1,1.0
3749,1,2,0.0
2892,14,1,0.7857142857142857
2892,12,2,0.8333333333333334
3556,23,1,0.8260869565217391
3556,1,2,1.0
2854,4,1,1.0
2067,4,1,0.0
2436,13,1,1.0
2436,1,2,1.0
3026,19,1,0.7894736842105263
3026,3,2,1.0
3060,3,1,0.6666666666666666
3060,1,2,1.0
2124,5,1,1.0
2124,8,2,0.875
2910,19,1,0.9473684210526315
3334,12,1,1.0
3334,3,2,1.0
2337,3,1,0.6666666666666666
2337,1,2,1.0
3787,5,1,0.8
3787,8,2,1.0
3370,11,1,0.6363636363636364
3370,4,2,0.75
3055,27,1,0.9629629629629629
3055,6,2,0.6666666666666666
3604,7,1,1.0
3604,4,2,0.75
2813,26,1,0.7692307692307693
2813,8,2,0.875
2261,1,2,1.0
2165,8,1,1.0
3199,11,1,0.0
3199,5,2,0.4
2338,1,2,1.0
2850,13,1,0.7692307692307693
2850,7,2,0.8571428571428571
3191,12,1,0.8333333333333334
3191,1,2,1.0
3188,10,1,0.9
3188,1,2,1.0
2843,1,1,1.0
2843,3,2,1.0
3381,2,1,1.0
3600,5,1,1.0
3600,5,2,0.8
2933,21,1,0.9523809523809523
2933,4,2,0.75
2798,3,1,1.0
2798,4,2,1.0
2497,6,1,1.0
2497,1,2,1.0
3392,4,1,1.0
3392,1,2,1.0
3247,10,1,1.0
3247,1,2,1.0
2001,7,1,0.0
2001,1,2,1.0
2304,7,1,0.0
2304,1,2,0.0
1971,2,1,1.0
1971,3,2,0.6666666666666666
2759,2,1,1.0
2759,1,2,1.0
1970,2,1,1.0
1970,1,2,1.0
3620,4,1,1.0
3620,3,2,1.0
2764,1,1,1.0
2764,5,2,0.8
2240,2,1,0.0
3664,7,1,1.0
3664,2,2,0.5
2397,4,1,1.0
2397,5,2,0.8
2569,7,1,1.0
2569,1,2,1.0
