LeagueId,NoData,Bet,Score,AvgOdd
1945,78,1,0.4230769230769231,2.4861538461538464
1986,105,1,0.4380952380952381,2.4889523809523815
1986,84,2,0.4642857142857143,2.483214285714286
2006,99,2,0.42424242424242425,2.4789898989898993
2007,67,1,0.5074626865671642,2.436119402985075
2013,54,1,0.42592592592592593,2.466851851851852
2023,171,2,0.45614035087719296,2.4837426900584796
2027,70,1,0.42857142857142855,2.445142857142857
2050,51,1,0.45098039215686275,2.4786274509803925
2059,57,2,0.42105263157894735,2.474035087719298
2071,63,1,0.4444444444444444,2.4661904761904756
2083,153,2,0.45098039215686275,2.4730065359477122
2087,108,1,0.4351851851851852,2.4705555555555554
2088,68,1,0.47058823529411764,2.4723529411764704
2093,65,1,0.4307692307692308,2.4655384615384612
2104,70,1,0.44285714285714284,2.465
2126,143,2,0.42657342657342656,2.4875524475524475
2141,115,1,0.4434782608695652,2.477130434782609
2151,92,2,0.42391304347826086,2.447391304347826
2152,90,1,0.4444444444444444,2.4472222222222224
2165,95,2,0.45263157894736844,2.4908421052631575
2230,51,1,0.49019607843137253,2.4798039215686276
2241,167,2,0.437125748502994,2.500299401197605
2242,148,2,0.43243243243243246,2.4601351351351353
2285,91,1,0.4175824175824176,2.4889010989010987
2302,88,1,0.45454545454545453,2.461704545454545
2329,79,1,0.4936708860759494,2.473164556962026
2332,81,2,0.43209876543209874,2.484938271604938
2342,294,1,0.43197278911564624,2.4861904761904765
2380,194,2,0.44329896907216493,2.471185567010309
2382,51,2,0.45098039215686275,2.4676470588235295
2497,237,1,0.4219409282700422,2.491518987341772
2508,59,1,0.4915254237288136,2.4513559322033895
2509,71,1,0.4225352112676056,2.456619718309859
2525,62,1,0.43548387096774194,2.483225806451613
2536,93,2,0.44086021505376344,2.485268817204301
2555,102,2,0.46078431372549017,2.459705882352941
2623,55,1,0.41818181818181815,2.4830909090909095
2633,54,1,0.4444444444444444,2.4487037037037034
2651,111,2,0.42342342342342343,2.467477477477477
2662,50,2,0.44,2.4650000000000003
2665,56,2,0.42857142857142855,2.490714285714286
2698,76,2,0.42105263157894735,2.5068421052631575
2699,59,1,0.423728813559322,2.4772881355932204
2710,93,2,0.4731182795698925,2.4651612903225804
2719,58,2,0.4482758620689655,2.447413793103448
3341,81,2,0.4444444444444444,2.4322222222222223
