LeagueId,NoData,Bet,Score,AvgOdd
2891,8,1,0.25,1.7375
2891,7,2,0.7142857142857143,1.6214285714285714
3460,1957,1,0.573326520183955,1.6891722023505364
3460,1242,2,0.5370370370370371,1.7894122383252817
2300,155,1,0.6129032258064516,1.7141290322580645
2300,4,2,0.5,1.7725
2129,23,1,0.5217391304347826,1.685217391304348
2129,8,2,0.625,1.705
2278,24,1,0.4166666666666667,1.7116666666666667
2278,10,2,0.5,1.8169999999999997
2331,21,1,0.5714285714285714,1.6752380952380952
2331,9,2,0.1111111111111111,1.6388888888888888
2121,70,1,0.5142857142857142,1.719857142857143
2121,37,2,0.5945945945945946,1.763243243243243
3307,158,1,0.5506329113924051,1.746962025316456
3307,38,2,0.4473684210526316,1.7994736842105261
3732,33,1,0.5757575757575758,1.72969696969697
3732,24,2,0.8333333333333334,1.6758333333333333
3031,659,1,0.5993930197268589,1.7046433990895298
3031,140,2,0.5714285714285714,1.6970714285714286
3316,162,1,0.5679012345679012,1.7654938271604939
3316,33,2,0.5151515151515151,1.8154545454545454
3442,231,1,0.5930735930735931,1.7532034632034632
3442,108,2,0.5555555555555556,1.7315740740740737
2023,160,1,0.51875,1.7120000000000002
2023,52,2,0.5,1.7536538461538465
3461,412,1,0.5315533980582524,1.7334223300970872
3461,252,2,0.5198412698412699,1.8111507936507938
2556,82,1,0.5,1.7334146341463412
2556,35,2,0.4857142857142857,1.7580000000000002
3257,348,1,0.5201149425287356,1.7381321839080457
3257,42,2,0.5238095238095238,1.8345238095238094
2037,72,1,0.5833333333333334,1.6658333333333333
2037,18,2,0.7222222222222222,1.6794444444444445
2473,129,1,0.5426356589147286,1.7510852713178293
2473,16,2,0.6875,1.709375
2230,40,1,0.625,1.79575
2230,2,2,1.0,1.835
3334,117,1,0.6153846153846154,1.76008547008547
3334,53,2,0.5660377358490566,1.7354716981132075
3241,30,1,0.5,1.7416666666666663
3241,23,2,0.43478260869565216,1.8056521739130436
2911,123,1,0.5609756097560976,1.7046341463414636
2908,82,1,0.5609756097560976,1.6867073170731708
2021,6,1,0.6666666666666666,1.7299999999999998
2021,12,2,0.5,1.7091666666666665
3336,94,1,0.574468085106383,1.7081914893617023
3336,30,2,0.5666666666666667,1.6990000000000003
2478,45,1,0.4888888888888889,1.7122222222222225
2478,35,2,0.5714285714285714,1.7274285714285715
2590,25,1,0.48,1.8167999999999997
2590,1,2,0.0,1.67
2788,20,1,0.55,1.7730000000000004
2788,7,2,0.5714285714285714,1.77
2337,79,1,0.4936708860759494,1.7356962025316456
2337,30,2,0.4666666666666667,1.7696666666666665
2155,185,1,0.4918918918918919,1.7427567567567566
2155,42,2,0.5714285714285714,1.7521428571428568
2728,665,1,0.5518796992481203,1.72796992481203
2728,435,2,0.5448275862068965,1.7104597701149424
3788,20,1,0.75,1.672
3788,10,2,0.5,1.7579999999999998
2940,4,1,0.5,1.7225
3048,67,1,0.6865671641791045,1.6834328358208956
3384,417,1,0.49160671462829736,1.8171223021582734
3384,56,2,0.4642857142857143,1.8710714285714285
3603,3,1,0.0,1.6066666666666667
3866,57,1,0.543859649122807,1.6652631578947368
3866,26,2,0.5769230769230769,1.7803846153846157
2688,186,1,0.6129032258064516,1.7709139784946235
2688,5,2,0.6,1.938
3325,49,1,0.4897959183673469,1.7285714285714284
3325,21,2,0.5238095238095238,1.7157142857142857
3453,750,1,0.6173333333333333,1.7134266666666669
3453,298,2,0.5637583892617449,1.8168456375838924
3458,234,1,0.5641025641025641,1.6960256410256411
3458,172,2,0.48255813953488375,1.7179069767441861
2667,121,1,0.5206611570247934,1.7561983471074378
2667,38,2,0.5789473684210527,1.749736842105263
2119,5,1,0.4,1.7
2119,16,2,0.5,1.645
3354,171,1,0.5321637426900585,1.7237426900584796
3354,46,2,0.4782608695652174,1.8054347826086956
3258,207,1,0.5458937198067633,1.733623188405797
3258,97,2,0.6391752577319587,1.755567010309278
3697,5,1,0.8,1.738
3697,2,2,0.5,1.5
3174,22,1,0.5454545454545454,1.7359090909090908
3174,13,2,0.8461538461538461,1.725384615384615
2328,54,1,0.48148148148148145,1.7470370370370372
2328,14,2,0.5714285714285714,1.8007142857142857
2150,278,1,0.5179856115107914,1.7529136690647482
2150,47,2,0.425531914893617,1.7814893617021275
3667,11,1,0.5454545454545454,1.706363636363636
3667,9,2,0.5555555555555556,1.7655555555555555
3023,21,1,0.6666666666666666,1.655714285714286
3023,13,2,0.6153846153846154,1.6400000000000003
3381,110,1,0.5363636363636364,1.7074545454545451
3381,46,2,0.5434782608695652,1.7880434782608692
2698,77,1,0.5454545454545454,1.7120779220779223
2698,23,2,0.4782608695652174,1.7513043478260872
2531,82,1,0.5365853658536586,1.7087804878048785
2531,23,2,0.5652173913043478,1.7426086956521736
2917,96,1,0.5208333333333334,1.6813541666666667
2149,326,1,0.4815950920245399,1.79760736196319
2149,17,2,0.5294117647058824,1.836470588235294
3488,160,1,0.59375,1.6632500000000001
3488,174,2,0.5977011494252874,1.6977586206896553
2008,60,1,0.6166666666666667,1.7206666666666666
2008,15,2,0.26666666666666666,1.7646666666666666
3250,142,1,0.5352112676056338,1.733239436619718
3250,93,2,0.5053763440860215,1.7519354838709678
2475,61,1,0.5081967213114754,1.6942622950819675
2475,21,2,0.6666666666666666,1.741904761904762
1950,261,1,0.578544061302682,1.7659770114942528
1950,15,2,0.6,1.65
3797,16,1,0.3125,1.68125
3797,19,2,0.5789473684210527,1.668421052631579
3541,20,1,0.6,1.6320000000000001
3541,12,2,0.3333333333333333,1.6725
2013,53,1,0.4339622641509434,1.7258490566037736
2013,20,2,0.55,1.6175000000000002
3270,1,1,1.0,1.89
3270,2,2,0.5,1.755
2889,14,1,0.7857142857142857,1.6292857142857144
2889,9,2,0.6666666666666666,1.6488888888888888
2042,327,1,0.5657492354740061,1.70697247706422
2042,8,2,0.5,1.79
2397,18,1,0.6666666666666666,1.768888888888889
2397,9,2,0.6666666666666666,1.7255555555555557
1953,38,1,0.631578947368421,1.7855263157894739
1953,2,2,0.0,1.795
3648,18,1,0.6666666666666666,1.6688888888888886
3648,9,2,0.5555555555555556,1.6477777777777778
3343,168,1,0.6190476190476191,1.7214880952380955
3343,85,2,0.4235294117647059,1.7217647058823529
3452,491,1,0.5743380855397149,1.6922199592668024
3452,397,2,0.49622166246851385,1.7626448362720402
2474,115,1,0.5565217391304348,1.7313043478260866
2474,17,2,0.4117647058823529,1.7976470588235294
2528,119,1,0.5546218487394958,1.731344537815126
2528,44,2,0.5,1.7438636363636362
3733,61,1,0.5737704918032787,1.6700000000000002
3733,32,2,0.65625,1.671875
2024,153,1,0.5751633986928104,1.7205228758169935
2024,39,2,0.5641025641025641,1.760769230769231
3306,295,1,0.5728813559322034,1.7456610169491527
3306,44,2,0.6818181818181818,1.7934090909090912
2313,37,1,0.5405405405405406,1.6889189189189189
2313,19,2,0.42105263157894735,1.7663157894736843
2525,21,1,0.47619047619047616,1.7042857142857142
2525,5,2,0.4,1.7719999999999998
2617,150,1,0.5,1.7688666666666661
2617,24,2,0.3333333333333333,1.8050000000000004
2092,248,1,0.5362903225806451,1.7110887096774194
2092,11,2,0.8181818181818182,1.7063636363636367
2221,17,1,0.6470588235294118,1.772941176470588
2221,15,2,0.8,1.8019999999999998
2614,267,1,0.5243445692883895,1.7886142322097376
2614,10,2,0.4,1.875
2285,95,1,0.5368421052631579,1.7280000000000002
2285,16,2,0.5625,1.7818749999999999
2214,10,1,0.6,1.7189999999999999
2214,2,2,0.5,1.695
2104,1,0,1.0,1.91
2104,69,1,0.5217391304347826,1.7291304347826084
2104,37,2,0.5675675675675675,1.6648648648648647
3183,36,1,0.5277777777777778,1.7069444444444444
3183,14,2,0.5714285714285714,1.7085714285714286
3028,32,1,0.46875,1.705625
1986,72,1,0.5555555555555556,1.7383333333333333
1986,8,2,0.5,1.75
2152,179,1,0.5418994413407822,1.7272625698324022
2152,58,2,0.5517241379310345,1.779655172413793
2006,116,1,0.46551724137931033,1.7150862068965516
2006,32,2,0.625,1.7034374999999997
3721,14,1,0.6428571428571429,1.600714285714286
3721,6,2,0.5,1.7666666666666666
3383,587,1,0.5502555366269165,1.7968143100511074
3383,90,2,0.4888888888888889,1.8546666666666665
2391,60,1,0.5833333333333334,1.6705
2391,19,2,0.6842105263157895,1.6436842105263159
3188,13,1,0.46153846153846156,1.722307692307692
3188,3,2,0.3333333333333333,1.66
2027,65,1,0.5846153846153846,1.718
2027,22,2,0.5,1.8004545454545449
2923,27,1,0.5555555555555556,1.63
2134,61,1,0.5737704918032787,1.697377049180328
2134,42,2,0.5476190476190477,1.7323809523809521
3320,33,1,0.3939393939393939,1.7557575757575759
3320,20,2,0.4,1.7624999999999997
2630,96,1,0.6354166666666666,1.7225000000000001
2630,38,2,0.6842105263157895,1.769473684210526
3341,288,1,0.53125,1.7147569444444446
3341,108,2,0.5648148148148148,1.7562037037037033
2115,9,1,0.7777777777777778,1.62
2115,1,2,0.0,1.5
2394,24,1,0.5,1.7704166666666667
2394,3,2,0.6666666666666666,1.6233333333333333
